S3	S4	S7	S8	gene.names
802	1066	1080	609	CAGL0H01705g
2195	2808	3468	2270	CAGL0H01727g
40	68	78	49	CAGL0H01749g
173	255	232	176	CAGL0H01771g
187	226	359	200	CAGL0H01793g
426	546	751	457	CAGL0H01815g
193	298	608	206	CAGL0H01837g
106	128	177	119	CAGL0H01859g
153	182	300	136	CAGL0H01881g
0	0	0	0	CAGL0H01903r
112	161	175	71	CAGL0H01947g
0	0	0	0	CAGL0H01969r
0	0	0	0	CAGL0H01991r
94	152	159	69	CAGL0H02035g
2130	2787	678	497	CAGL0H02057g
394	513	124	101	CAGL0H02079g
43	40	581	366	CAGL0H02101g
124	154	315	171	CAGL0H02123g
118	169	123	84	CAGL0H02145g
51	84	73	46	CAGL0H02167g
242	270	66	48	CAGL0H02189g
186	222	136	104	CAGL0H02211g
199	249	495	308	CAGL0H02233g
516	522	1197	759	CAGL0H02255g
2	5	14	9	CAGL0H02277g
98	135	131	93	CAGL0H02299g
258	321	652	355	CAGL0H02321g
157	207	285	253	CAGL0H02343g
78	101	199	107	CAGL0H02365g
106	101	2024	1141	CAGL0H02387g
3309	3799	2467	1592	CAGL0H02409g
162	235	47	76	CAGL0H02431g
676	872	939	660	CAGL0H02453g
202	239	344	235	CAGL0H02475g
374	567	488	393	CAGL0H02491g
317	452	231	180	CAGL0H02497g
138	169	336	211	CAGL0H02519g
174	271	284	208	CAGL0H02541g
91	112	416	213	CAGL0H02563g
361	583	2357	1406	CAGL0H02585g
885	1184	630	463	CAGL0H02607g
0	0	0	0	CAGL0H02629r
428	536	619	321	CAGL0H02651g
293	386	153	120	CAGL0H02673g
125	160	697	405	CAGL0H02695g
12	16	75	55	CAGL0H02717g
345	373	847	440	CAGL0H02739g
1	1	0	0	CAGL0H02761r
601	772	411	249	CAGL0H02783g
448	537	613	411	CAGL0H02805g
296	413	455	305	CAGL0H02827g
149	214	186	103	CAGL0H02849g
220	263	205	141	CAGL0H02871g
110	133	743	469	CAGL0H02893g
0	0	0	0	CAGL0H02915r
985	1365	238	199	CAGL0H02937g
10	23	8	13	CAGL0H02959g
0	5	1	1	CAGL0H02981r
271	338	638	408	CAGL0H03003g
288	410	433	276	CAGL0H03025g
113	142	166	108	CAGL0H03047g
877	1133	884	557	CAGL0H03069g
184	280	381	258	CAGL0H03091g
70	94	229	123	CAGL0H03113g
1	3	1	2	CAGL0H03135g
357	507	692	425	CAGL0H03157g
149	155	248	168	CAGL0H03179g
123	175	152	94	CAGL0H03201g
284	400	593	364	CAGL0H03223g
335	420	539	320	CAGL0H03245g
673	897	1078	681	CAGL0H03267g
104	111	673	418	CAGL0H03289g
2	3	12	8	CAGL0H03311g
244	302	412	264	CAGL0H03333g
95	108	137	83	CAGL0H03355g
1121	1265	236	193	CAGL0H03377g
2091	2739	3857	2198	CAGL0H03399g
1	4	1	0	CAGL0H03410r
3	1	2	4	CAGL0H03416r
99	153	160	136	CAGL0H03421g
339	418	573	334	CAGL0H03443g
16	24	29	13	CAGL0H03465g
1112	1427	1080	687	CAGL0H03487g
434	549	459	338	CAGL0H03509g
821	911	1235	808	CAGL0H03531g
1059	1373	1098	612	CAGL0H03553g
12	18	38	18	CAGL0H03575g
535	681	890	571	CAGL0H03597g
82	90	321	178	CAGL0H03619g
988	1196	1505	870	CAGL0H03641g
73	93	217	123	CAGL0H03663g
4749	5692	1310	1230	CAGL0H03685g
813	344	3496	1977	CAGL0H03707g
349	490	931	408	CAGL0H03729g
695	879	1081	689	CAGL0H03751g
1126	1483	256	246	CAGL0H03773g
304	357	870	461	CAGL0H03795g
590	743	980	586	CAGL0H03817g
424	432	699	345	CAGL0H03839g
536	717	897	534	CAGL0H03861g
673	741	1439	824	CAGL0H03883g
4059	4881	4047	2460	CAGL0H03905g
182	266	428	255	CAGL0H03927g
139	194	287	139	CAGL0H03938g
281	368	380	244	CAGL0H03949g
71	125	310	184	CAGL0H03971g
1596	2181	2355	1616	CAGL0H03993g
0	0	0	0	CAGL0H04015g
44	50	83	33	CAGL0H04037g
0	0	0	0	CAGL0H04059g
2831	3743	1684	1072	CAGL0H04081g
309	458	875	550	CAGL0H04103g
1198	1443	2092	1273	CAGL0H04125g
27	36	9	14	CAGL0H04147g
890	1115	826	551	CAGL0H04169g
764	947	1435	818	CAGL0H04191g
793	1030	788	556	CAGL0H04213g
342	499	210	146	CAGL0H04235g
0	0	0	0	CAGL0H04257g
0	0	0	0	CAGL0H04279g
1210	1530	2494	1588	CAGL0H04301g
485	708	1174	667	CAGL0H04323g
173	209	313	167	CAGL0H04345g
242	378	253	149	CAGL0H04367g
125	167	296	206	CAGL0H04389g
627	774	340	246	CAGL0H04411g
0	0	0	0	CAGL0H04433r
160	184	167	137	CAGL0H04455g
227	255	336	259	CAGL0H04477g
94	146	216	125	CAGL0H04499g
10873	12504	6108	4392	CAGL0H04521g
65	99	156	103	CAGL0H04543g
505	561	858	493	CAGL0H04565g
226	313	264	188	CAGL0H04587g
332	403	289	204	CAGL0H04609g
308	362	775	433	CAGL0H04631g
1684	2036	1680	1001	CAGL0H04653g
2330	2998	1552	981	CAGL0H04675g
211	201	343	160	CAGL0H04691g
941	1164	1377	716	CAGL0H04697g
78	121	334	207	CAGL0H04719g
1468	1753	2976	1882	CAGL0H04741g
2010	2509	2202	1382	CAGL0H04763g
169	232	644	410	CAGL0H04785g
233	300	106	95	CAGL0H04807g
24	46	26	20	CAGL0H04829g
72	81	122	87	CAGL0H04851g
42	62	144	104	CAGL0H04873g
34	44	44	18	CAGL0H04895g
89	114	68	53	CAGL0H04917g
1	0	4	3	CAGL0H04939g
1741	2104	3121	1934	CAGL0H04961g
178	204	678	450	CAGL0H04983g
278	341	545	345	CAGL0H05005g
230	287	319	170	CAGL0H05027g
303	293	478	281	CAGL0H05049g
181	245	324	177	CAGL0H05071g
842	1184	466	424	CAGL0H05093g
65	64	91	58	CAGL0H05115g
3734	6132	3410	2098	CAGL0H05137g
1135	1233	1352	854	CAGL0H05159g
55	51	157	76	CAGL0H05181g
126	136	173	111	CAGL0H05203g
95	126	187	130	CAGL0H05225g
181	268	79	64	CAGL0H05247g
254	361	482	314	CAGL0H05269g
170	237	347	191	CAGL0H05291g
177	211	244	148	CAGL0H05313g
99	160	245	165	CAGL0H05335g
166	227	289	198	CAGL0H05357g
431	512	823	475	CAGL0H05379g
12	14	23	13	CAGL0H05401g
95	132	144	60	CAGL0H05423g
12323	15925	20741	12451	CAGL0H05445g
0	0	0	0	CAGL0H05467r
1158	1312	1530	930	CAGL0H05489g
601	743	643	394	CAGL0H05511g
857	1084	808	522	CAGL0H05533g
358	496	322	177	CAGL0H05555g
769	1017	1200	715	CAGL0H05577g
387	460	1019	556	CAGL0H05599g
379	532	645	408	CAGL0H05621g
6076	7592	3541	2747	CAGL0H05643g
763	943	1816	1068	CAGL0H05665g
225	311	253	155	CAGL0H05687g
1226	1563	175	182	CAGL0H05709g
775	1102	665	445	CAGL0H05731g
110	144	264	169	CAGL0H05753g
116	184	150	96	CAGL0H05764g
137	194	369	221	CAGL0H05775g
527	690	819	509	CAGL0H05797g
89	108	146	110	CAGL0H05819g
52	74	187	97	CAGL0H05841g
387	537	204	181	CAGL0H05863g
332	384	350	261	CAGL0H05885g
174	176	468	277	CAGL0H05907g
555	677	495	291	CAGL0H05929g
109	154	255	149	CAGL0H05951g
109	134	50	41	CAGL0H05973g
4	10	9	8	CAGL0H05995g
101	114	90	80	CAGL0H06017g
0	1	2	1	CAGL0H06039g
0	0	0	0	CAGL0H06061r
1128	1425	2761	1411	CAGL0H06105g
803	839	848	537	CAGL0H06127g
732	878	1085	659	CAGL0H06149g
321	445	480	352	CAGL0H06171g
393	486	301	211	CAGL0H06193g
635	891	904	531	CAGL0H06215g
34	43	50	24	CAGL0H06237g
199	230	472	277	CAGL0H06259g
570	614	1134	714	CAGL0H06281g
235	391	409	263	CAGL0H06303g
38	50	57	46	CAGL0H06325g
59	81	85	44	CAGL0H06347g
2096	2550	1774	1114	CAGL0H06369g
263	369	414	248	CAGL0H06391g
1068	1492	2417	1339	CAGL0H06413g
103	105	142	54	CAGL0H06435g
813	1109	2037	1171	CAGL0H06457g
3	10	3	2	CAGL0H06468r
326	364	487	274	CAGL0H06479g
209	291	484	283	CAGL0H06501g
447	700	767	475	CAGL0H06523g
25	24	163	82	CAGL0H06545g
292	383	405	263	CAGL0H06567g
80	70	115	72	CAGL0H06589g
253	320	487	286	CAGL0H06611g
3	4	6	1	CAGL0H06622g
19	20	65	26	CAGL0H06633g
169	210	317	169	CAGL0H06655g
369	505	778	510	CAGL0H06677g
213	313	624	430	CAGL0H06699g
193	226	369	239	CAGL0H06721g
110	144	256	157	CAGL0H06732g
395	524	1179	602	CAGL0H06743g
100	133	255	173	CAGL0H06765g
64	103	178	95	CAGL0H06787g
101	113	261	150	CAGL0H06809g
95	136	585	322	CAGL0H06831g
165	222	786	447	CAGL0H06853g
202	267	258	155	CAGL0H06875g
195	238	115	104	CAGL0H06897g
630	678	1523	876	CAGL0H06919g
89	107	156	82	CAGL0H06941g
184	219	162	111	CAGL0H06963g
729	879	144	153	CAGL0H06985g
749	983	2336	1181	CAGL0H07007g
529	676	965	551	CAGL0H07023g
676	735	1279	729	CAGL0H07029g
821	1134	624	406	CAGL0H07051g
12	38	24	12	CAGL0H07073g
580	680	974	654	CAGL0H07095g
168	209	301	174	CAGL0H07117g
97	137	186	131	CAGL0H07139g
91	129	39	30	CAGL0H07161g
398	466	156	128	CAGL0H07183g
506	623	242	198	CAGL0H07205g
389	413	749	481	CAGL0H07227g
984	1244	458	374	CAGL0H07249g
89	134	13	14	CAGL0H07271g
128	168	189	111	CAGL0H07293g
46	80	71	42	CAGL0H07315g
12	9	23	12	CAGL0H07337g
299	341	625	352	CAGL0H07359g
89	91	168	86	CAGL0H07381g
1850	2462	2598	1663	CAGL0H07403g
490	651	266	170	CAGL0H07425g
156	186	219	161	CAGL0H07447g
3	4	3	5	CAGL0H07469g
314	278	270	217	CAGL0H07491g
750	922	1102	705	CAGL0H07513g
260	315	499	241	CAGL0H07535g
287	375	526	319	CAGL0H07557g
4942	5693	4582	3222	CAGL0H07579g
6	7	23	11	CAGL0H07601g
82	100	117	91	CAGL0H07623g
0	5	6	8	CAGL0H07645g
141	160	169	123	CAGL0H07667g
150	162	209	125	CAGL0H07689g
615	713	824	580	CAGL0H07711g
199	281	219	144	CAGL0H07733g
396	531	935	609	CAGL0H07755g
409	555	786	508	CAGL0H07777g
162	211	310	175	CAGL0H07799g
627	670	730	481	CAGL0H07821g
167	200	316	212	CAGL0H07843g
321	383	544	327	CAGL0H07865g
519	748	890	532	CAGL0H07887g
348	415	604	425	CAGL0H07909g
302	377	227	167	CAGL0H07931g
352	514	599	361	CAGL0H07953g
1460	1924	383	363	CAGL0H07975g
74	83	98	56	CAGL0H07997g
552	710	209	177	CAGL0H08019g
228	239	342	198	CAGL0H08041g
89	105	220	142	CAGL0H08063g
252	341	308	219	CAGL0H08085g
78	104	52	46	CAGL0H08107g
105	97	183	131	CAGL0H08129g
164	124	1316	927	CAGL0H08173g
1721	1584	7447	4155	CAGL0H08195g
33	57	74	50	CAGL0H08217g
327	396	513	327	CAGL0H08239g
13	23	95	60	CAGL0H08261g
769	726	3621	1979	CAGL0H08283g
282	291	1897	926	CAGL0H08305g
14439	16219	24963	14072	CAGL0H08327g
285	362	246	157	CAGL0H08349g
995	1140	1743	1003	CAGL0H08371g
372	424	175	79	CAGL0H08393g
373	460	117	84	CAGL0H08415g
156	228	308	171	CAGL0H08437g
244	294	404	247	CAGL0H08459g
273	376	474	316	CAGL0H08481g
501	626	789	472	CAGL0H08503g
61	85	108	41	CAGL0H08525g
1646	1729	2294	1458	CAGL0H08541g
249	314	488	242	CAGL0H08547g
82	129	208	108	CAGL0H08558g
394	508	269	202	CAGL0H08580g
143	190	394	264	CAGL0H08602g
63	77	127	72	CAGL0H08624g
0	0	1	0	CAGL0H08646r
172	230	202	142	CAGL0H08690g
129	165	250	153	CAGL0H08712g
6049	7637	3494	2143	CAGL0H08734g
1	1	0	0	CAGL0H08756g
125	170	331	227	CAGL0H08778g
861	1088	702	448	CAGL0H08800g
408	567	435	327	CAGL0H08822g
133	169	1399	861	CAGL0H08844g
395	518	341	282	CAGL0H08866g
34	47	180	137	CAGL0H08888g
2	1	1	0	CAGL0H08910g
1710	2186	2874	1763	CAGL0H08932g
160	154	220	134	CAGL0H08954g
23435	26594	11062	8110	CAGL0H08976g
199	292	395	235	CAGL0H08998g
639	773	765	494	CAGL0H09020g
133	191	292	191	CAGL0H09042g
7218	9137	3459	2403	CAGL0H09064g
186	270	488	284	CAGL0H09086g
876	1054	1415	1027	CAGL0H09108g
865	1300	1027	663	CAGL0H09130g
214	262	276	153	CAGL0H09152g
73	108	208	86	CAGL0H09174g
2060	2515	2195	1522	CAGL0H09196g
400	587	566	386	CAGL0H09218g
139	205	238	160	CAGL0H09240g
8	9	62	37	CAGL0H09262g
0	0	0	0	CAGL0H09284r
236	304	570	304	CAGL0H09306g
700	842	1076	781	CAGL0H09328g
650	819	679	464	CAGL0H09350g
3333	4118	2725	1829	CAGL0H09372g
53	61	98	48	CAGL0H09394g
338	439	929	540	CAGL0H09416g
189	277	261	189	CAGL0H09438g
41	57	117	59	CAGL0H09460g
2	2	1	0	CAGL0H09482g
83	141	228	132	CAGL0H09504g
273	362	243	175	CAGL0H09526g
604	666	1381	900	CAGL0H09548g
0	0	0	0	CAGL0H09570r
0	1	1	1	CAGL0H09592g
5	10	4	2	CAGL0H09614g
129	200	222	116	CAGL0H09636g
1470	1794	1647	1078	CAGL0H09658g
359	480	895	529	CAGL0H09680g
189	297	236	177	CAGL0H09702g
1301	1709	283	229	CAGL0H09724g
229	329	328	193	CAGL0H09746g
546	585	824	415	CAGL0H09768g
383	487	555	390	CAGL0H09812g
2226	2546	2655	1613	CAGL0H09834g
1044	1320	1259	837	CAGL0H09856g
3808	4670	4916	3194	CAGL0H09878g
0	1	0	0	CAGL0H09900r
0	4	2	3	CAGL0H09922g
176	246	742	436	CAGL0H09944g
69	92	100	71	CAGL0H09966g
110	157	225	136	CAGL0H09988g
1	3	34	9	CAGL0H10010g
477	654	1821	932	CAGL0H10032g
237	287	982	291	CAGL0H10054g
3976	5775	3336	2365	CAGL0H10076g
209	275	190	140	CAGL0H10098g
33	64	257	158	CAGL0H10120g
4386	5830	3221	1849	CAGL0H10142g
12	48	83	81	CAGL0H10164g
343	438	964	563	CAGL0H10186g
293	360	437	302	CAGL0H10202g
120	172	314	209	CAGL0H10208g
170	234	263	184	CAGL0H10230g
452	615	128	97	CAGL0H10252g
159	252	546	298	CAGL0H10274g
154	248	323	199	CAGL0H10296g
191	245	235	140	CAGL0H10318g
28	44	29	19	CAGL0H10340g
146	223	455	252	CAGL0H10362g
381	542	172	98	CAGL0H10384g
732	908	309	270	CAGL0H10406g
154	204	572	353	CAGL0H10428g
1	2	0	1	CAGL0H10450g
324	382	555	366	CAGL0H10472g
569	773	651	461	CAGL0H10494g
512	667	540	343	CAGL0H10516g
128	141	214	128	CAGL0H10538g
254	314	243	164	CAGL0H10560g
860	1168	907	643	CAGL0H10582g
1413	1573	1319	840	CAGL0H10604g
0	0	0	0	CAGL0H10626g
1	0	0	0	CAGL0I00105g
6	6	12	3	CAGL0I00110g
1	0	0	1	CAGL0I00116g
0	0	0	0	CAGL0I00121g
0	0	0	0	CAGL0I00143g
3	2	4	1	CAGL0I00220g
157	312	171	122	CAGL0I00242g
283	360	381	266	CAGL0I00264g
83	83	55	25	CAGL0I00286g
214	266	557	331	CAGL0I00308g
191	228	670	401	CAGL0I00330g
628	774	1774	983	CAGL0I00352g
147	179	294	204	CAGL0I00374g
1	1	2	3	CAGL0I00396g
5185	7087	10838	7287	CAGL0I00418g
931	1159	1101	797	CAGL0I00440g
324	545	889	537	CAGL0I00462g
377	234	472	271	CAGL0I00484g
103	138	298	171	CAGL0I00506g
116	165	219	126	CAGL0I00528g
35	43	102	55	CAGL0I00550g
607	758	882	525	CAGL0I00572g
2961	3988	2324	1544	CAGL0I00594g
429	547	603	390	CAGL0I00616g
82	117	283	167	CAGL0I00638g
273	327	617	300	CAGL0I00660g
124	178	287	165	CAGL0I00682g
813	1016	1639	1099	CAGL0I00704g
1	1	16	14	CAGL0I00726g
1612	2021	3515	2179	CAGL0I00748g
327	353	670	442	CAGL0I00770g
7486	8905	4078	2973	CAGL0I00792g
7718	9000	4758	3509	CAGL0I00814g
208	209	463	287	CAGL0I00836g
198	244	349	182	CAGL0I00858g
275	411	398	252	CAGL0I00880g
26	51	91	64	CAGL0I00902g
477	593	1496	858	CAGL0I00924g
451	514	518	360	CAGL0I00946g
299	373	435	317	CAGL0I00968g
153	145	150	100	CAGL0I00990g
79	85	160	112	CAGL0I01012g
304	412	565	386	CAGL0I01034g
409	529	486	316	CAGL0I01056g
1759	2336	3261	1884	CAGL0I01078g
248	327	914	588	CAGL0I01100g
1166	1346	5210	2306	CAGL0I01122g
78	105	152	83	CAGL0I01144g
566	589	1149	721	CAGL0I01166g
527	724	1065	654	CAGL0I01188g
171	170	354	235	CAGL0I01210g
714	940	876	604	CAGL0I01232g
455	599	230	156	CAGL0I01254g
127	196	596	339	CAGL0I01276g
479	695	855	556	CAGL0I01298g
388	607	845	473	CAGL0I01320g
2759	3590	2815	1780	CAGL0I01342g
152	187	179	67	CAGL0I01364g
352	497	1152	591	CAGL0I01386g
1265	1793	1578	1276	CAGL0I01408g
1070	1548	1008	648	CAGL0I01430g
0	0	0	0	CAGL0I01452r
340	487	541	327	CAGL0I01474g
816	781	3535	2031	CAGL0I01496g
185	268	533	349	CAGL0I01518g
0	0	0	0	CAGL0I01540r
1129	1423	1632	1090	CAGL0I01562g
610	732	569	404	CAGL0I01584g
604	848	176	185	CAGL0I01606g
432	513	656	446	CAGL0I01628g
120	173	346	177	CAGL0I01650g
73	99	205	132	CAGL0I01672g
328	408	353	261	CAGL0I01694g
0	0	0	0	CAGL0I01716r
0	0	0	0	CAGL0I01760r
174	212	329	196	CAGL0I01782g
510	628	852	483	CAGL0I01804g
482	678	180	133	CAGL0I01826g
402	548	887	499	CAGL0I01848g
55	77	95	58	CAGL0I01870g
149	172	208	132	CAGL0I01892g
268	348	377	226	CAGL0I01914g
4	3	4	4	CAGL0I01936g
115	154	157	122	CAGL0I01958g
202	329	704	457	CAGL0I01980g
191	238	379	235	CAGL0I02002g
17	40	53	38	CAGL0I02024g
66	77	306	137	CAGL0I02046g
0	0	0	0	CAGL0I02068g
483	662	877	559	CAGL0I02090g
118	130	232	165	CAGL0I02112g
7	16	26	15	CAGL0I02134g
646	766	1091	582	CAGL0I02156g
996	1275	712	495	CAGL0I02178g
847	1201	2028	1206	CAGL0I02200g
347	424	272	210	CAGL0I02222g
206	317	223	145	CAGL0I02244g
406	530	528	349	CAGL0I02266g
159	191	247	138	CAGL0I02288g
177	195	184	140	CAGL0I02310g
136	204	215	159	CAGL0I02332g
524	691	239	170	CAGL0I02354g
104	136	18	15	CAGL0I02376g
1392	1666	379	229	CAGL0I02398g
46	94	174	120	CAGL0I02420g
777	974	1876	975	CAGL0I02442g
156	207	235	104	CAGL0I02464g
58890	68751	93030	51223	CAGL0I02486g
274	354	338	168	CAGL0I02508g
342	430	1998	974	CAGL0I02530g
214	197	336	203	CAGL0I02552g
1249	1834	966	549	CAGL0I02574g
0	0	1	0	CAGL0I02596g
1	0	0	1	CAGL0I02618r
166	188	224	146	CAGL0I02662g
426	514	296	179	CAGL0I02684g
218	261	387	216	CAGL0I02706g
133	192	309	200	CAGL0I02728g
335	440	820	519	CAGL0I02750g
262	326	379	217	CAGL0I02772g
85	115	248	157	CAGL0I02794g
247	312	315	206	CAGL0I02816g
222	268	312	182	CAGL0I02838g
253	325	407	192	CAGL0I02860g
181	260	187	123	CAGL0I02882g
526	697	1363	768	CAGL0I02904g
1728	2265	551	450	CAGL0I02926g
146	224	310	153	CAGL0I02948g
603	751	1200	630	CAGL0I02970g
619	754	1390	842	CAGL0I02992g
99	84	66	47	CAGL0I03014g
557	604	987	622	CAGL0I03036g
1	0	0	0	CAGL0I03058r
1	1	0	0	CAGL0I03080g
738	876	1253	740	CAGL0I03102g
0	0	0	0	CAGL0I03124r
6	20	24	19	CAGL0I03168g
1066	1375	1289	867	CAGL0I03190g
186	245	105	93	CAGL0I03212g
2460	3104	680	640	CAGL0I03234g
101	121	130	106	CAGL0I03256g
0	0	0	0	CAGL0I03278r
362	410	471	268	CAGL0I03300g
4274	4260	4776	2786	CAGL0I03322g
410	591	103	84	CAGL0I03344g
637	790	302	217	CAGL0I03366g
210	319	241	156	CAGL0I03388g
496	628	751	492	CAGL0I03410g
19	20	13	16	CAGL0I03432g
907	1120	1322	769	CAGL0I03454g
199	258	411	268	CAGL0I03476g
243	347	551	305	CAGL0I03498g
137	127	238	157	CAGL0I03520g
221	279	307	162	CAGL0I03542g
221	272	277	187	CAGL0I03564g
2	2	0	1	CAGL0I03586g
780	1052	143	165	CAGL0I03608g
551	730	166	122	CAGL0I03630g
114	177	292	175	CAGL0I03652g
962	1121	2266	1311	CAGL0I03674g
106	162	262	151	CAGL0I03696g
2013	2295	3460	2156	CAGL0I03718g
645	884	954	577	CAGL0I03740g
1466	1852	1568	884	CAGL0I03762g
364	465	461	304	CAGL0I03784g
443	568	390	279	CAGL0I03806g
1450	1793	1413	961	CAGL0I03828g
249	322	365	248	CAGL0I03850g
118	140	332	167	CAGL0I03872g
423	545	428	248	CAGL0I03894g
2218	2881	3692	2319	CAGL0I03916g
911	1163	1606	938	CAGL0I03938g
1927	2396	3982	2422	CAGL0I03960g
68	80	206	110	CAGL0I04004g
6	9	35	15	CAGL0I04015r
235	256	275	175	CAGL0I04026g
21	36	47	51	CAGL0I04048g
723	931	1190	807	CAGL0I04070g
1213	1603	1707	1180	CAGL0I04092g
287	379	833	506	CAGL0I04114g
507	633	551	410	CAGL0I04125g
120	150	185	133	CAGL0I04136g
0	0	0	0	CAGL0I04158r
196	292	169	97	CAGL0I04180g
115	133	229	156	CAGL0I04202g
277	331	514	316	CAGL0I04224g
155	245	109	84	CAGL0I04246g
475	576	878	514	CAGL0I04268g
452	625	227	164	CAGL0I04290g
738	907	1075	717	CAGL0I04312g
520	731	63	67	CAGL0I04328g
224	289	366	203	CAGL0I04334g
7051	8910	4352	3079	CAGL0I04356g
0	0	0	0	CAGL0I04378g
370	458	515	367	CAGL0I04400g
187	265	343	210	CAGL0I04422g
304	385	735	393	CAGL0I04444g
435	505	542	370	CAGL0I04466g
1201	1453	1434	937	CAGL0I04488g
294	363	694	405	CAGL0I04510g
910	1024	1099	690	CAGL0I04532g
393	486	2362	1510	CAGL0I04554g
28	49	149	68	CAGL0I04576g
287	346	504	316	CAGL0I04598g
195	207	557	395	CAGL0I04620g
519	658	803	560	CAGL0I04642g
0	4	8	6	CAGL0I04664g
1907	2307	2807	1957	CAGL0I04686g
15	33	59	24	CAGL0I04700r
3	1	1	0	CAGL0I04704r
355	462	894	467	CAGL0I04708g
1200	1351	371	322	CAGL0I04730g
1792	2364	2044	1318	CAGL0I04752g
661	781	1063	663	CAGL0I04774g
245	287	597	372	CAGL0I04796g
891	1253	1605	943	CAGL0I04818g
32	60	55	27	CAGL0I04840g
1325	1582	2139	1207	CAGL0I04862g
860	1019	2041	1177	CAGL0I04884g
788	861	1696	1006	CAGL0I04906g
64	71	115	77	CAGL0I04928g
196	281	322	234	CAGL0I04950g
57	46	81	52	CAGL0I04972g
4406	5560	15134	8320	CAGL0I04994g
2067	2384	1452	895	CAGL0I05016g
1396	1436	1529	919	CAGL0I05038g
70	175	86	143	CAGL0I05060g
364	579	488	327	CAGL0I05082g
597	872	1412	951	CAGL0I05098g
157	193	256	153	CAGL0I05104g
1647	2071	1192	673	CAGL0I05126g
381	658	1887	1173	CAGL0I05148g
632	854	1785	1044	CAGL0I05170g
675	793	849	522	CAGL0I05192g
306	384	671	383	CAGL0I05214g
646	767	2048	1270	CAGL0I05236g
346	443	617	355	CAGL0I05258g
179	239	348	256	CAGL0I05280g
399	480	448	301	CAGL0I05302g
257	300	340	240	CAGL0I05324g
4	4	3	2	CAGL0I05346r
1	4	0	0	CAGL0I05368r
450	458	1095	638	CAGL0I05390g
703	790	851	578	CAGL0I05412g
237	301	329	212	CAGL0I05434g
207	289	281	170	CAGL0I05456g
342	425	674	442	CAGL0I05478g
1201	1500	452	362	CAGL0I05500g
404	530	436	283	CAGL0I05522g
337	355	584	382	CAGL0I05544g
509	566	691	446	CAGL0I05566g
577	808	251	177	CAGL0I05588g
9	12	41	31	CAGL0I05610g
353	412	919	543	CAGL0I05632g
553	765	235	212	CAGL0I05654g
52	67	35	14	CAGL0I05676g
370	488	908	533	CAGL0I05698g
1872	1966	3236	1898	CAGL0I05720g
125	183	216	176	CAGL0I05742g
420	505	420	292	CAGL0I05764g
347	498	588	404	CAGL0I05786g
123	178	212	146	CAGL0I05808g
291	384	840	511	CAGL0I05830g
226	210	271	186	CAGL0I05852g
419	405	1616	869	CAGL0I05874g
187	249	885	524	CAGL0I05896g
450	514	823	476	CAGL0I05918g
19	10	184	123	CAGL0I05934g
622	858	1041	694	CAGL0I05940g
306	371	1052	633	CAGL0I05962g
116	130	203	131	CAGL0I05984g
791	1014	173	190	CAGL0I06006g
151	172	390	217	CAGL0I06028g
40016	53811	61102	32687	CAGL0I06050g
351	419	820	548	CAGL0I06072g
145	228	857	536	CAGL0I06094g
6	13	19	19	CAGL0I06116g
74	109	142	77	CAGL0I06138g
5897	8340	6740	4687	CAGL0I06160g
1018	1116	1422	820	CAGL0I06182g
1085	1259	1265	756	CAGL0I06204g
73	155	80	47	CAGL0I06226g
378	454	398	246	CAGL0I06248g
993	1382	1528	1096	CAGL0I06270g
112	133	304	176	CAGL0I06292g
229	295	369	238	CAGL0I06314g
673	732	468	359	CAGL0I06336g
358	444	655	411	CAGL0I06358g
353	475	382	293	CAGL0I06380g
423	526	1084	580	CAGL0I06402g
283	316	921	490	CAGL0I06424g
130	211	226	158	CAGL0I06446g
167	208	260	161	CAGL0I06457g
0	0	0	0	CAGL0I06468r
596	698	258	166	CAGL0I06490g
473	556	850	505	CAGL0I06512g
445	504	825	504	CAGL0I06534g
158	196	369	226	CAGL0I06556g
187	256	475	271	CAGL0I06578g
830	933	1060	575	CAGL0I06600g
0	0	0	0	CAGL0I06622r
3	13	50	12	CAGL0I06644g
347	406	438	259	CAGL0I06666g
554	773	709	458	CAGL0I06688g
49	71	135	89	CAGL0I06710g
621	744	755	481	CAGL0I06721g
2076	2880	1781	1026	CAGL0I06743g
185	254	383	225	CAGL0I06765g
266	345	959	446	CAGL0I06787g
56	57	210	89	CAGL0I06809g
981	1055	1673	947	CAGL0I06831g
195	262	273	190	CAGL0I06853g
134	167	210	116	CAGL0I06875g
0	0	0	0	CAGL0I06897r
218	288	241	187	CAGL0I06919g
131	189	180	101	CAGL0I06941g
457	555	757	483	CAGL0I06963g
245	321	405	258	CAGL0I06985g
312	407	504	359	CAGL0I07007g
91	137	182	104	CAGL0I07029g
2105	2144	2001	1392	CAGL0I07051g
461	655	544	375	CAGL0I07073g
138	228	230	142	CAGL0I07095g
239	300	233	169	CAGL0I07117g
580	680	2203	1257	CAGL0I07139g
360	420	637	370	CAGL0I07161g
305	422	576	441	CAGL0I07183g
292	367	714	458	CAGL0I07205g
2264	2698	4054	2385	CAGL0I07227g
3	4	15	12	CAGL0I07249g
199	296	532	352	CAGL0I07271g
71	118	79	47	CAGL0I07293g
303	426	526	303	CAGL0I07315g
1	1	0	1	CAGL0I07337r
160	206	246	170	CAGL0I07359g
198	249	385	262	CAGL0I07381g
0	1	1	0	CAGL0I07403r
0	9	16	7	CAGL0I07425g
